species,class,order,family,mass_g,mass_kg,max_longevity_years,source
Manouria emys,Reptilia,Testudines,Testudinidae,26000,26,19.9,AnAge
Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,20000,20,30,AnAge
Testudo graeca,Reptilia,Testudines,Testudinidae,1430,1.43,127,AnAge
Testudo kleinmanni,Reptilia,Testudines,Testudinidae,440,0.44,21,AnAge
Testudo marginata,Reptilia,Testudines,Testudinidae,1918,1.918,21.2,AnAge
Apalone ferox,Reptilia,Testudines,Trionychidae,23463,23.463,26.2,AnAge
Apalone spinifera,Reptilia,Testudines,Trionychidae,4765,4.765,25.2,AnAge
Lissemys punctata,Reptilia,Testudines,Trionychidae,1444.5,1.4445,17.8,AnAge
Trionyx triunguis,Reptilia,Testudines,Trionychidae,10818,10.818,50.6,AnAge
Anguilla anguilla,Teleostei,Anguilliformes,Anguillidae,3629.45,3.62945,88,AnAge
Anguilla australis,Teleostei,Anguilliformes,Anguillidae,4100,4.1,32,AnAge
Anguilla dieffenbachii,Teleostei,Anguilliformes,Anguillidae,13000,13,60,AnAge
Anguilla marmorata,Teleostei,Anguilliformes,Anguillidae,11275,11.275,40,AnAge
Anguilla mossambica,Teleostei,Anguilliformes,Anguillidae,412.5,0.4125,20,AnAge
Anguilla nebulosa,Teleostei,Anguilliformes,Anguillidae,11000,11,15,AnAge
Anguilla reinhardtii,Teleostei,Anguilliformes,Anguillidae,8965,8.965,41,AnAge
Anguilla rostrata,Teleostei,Anguilliformes,Anguillidae,4031.5,4.0315,50,AnAge
Hyporhamphus melanochir,Teleostei,Beloniformes,Hemiramphidae,330,0.33,10,AnAge
Hoplostethus atlanticus,Teleostei,Beryciformes,Trachichthyidae,3850,3.85,149,AnAge
Brycinus imberi,Teleostei,Characiformes,Alestiidae,165,0.165,5,AnAge
Brycinus macrolepidotus,Teleostei,Characiformes,Alestiidae,1100,1.1,5,AnAge
Hydrocynus vittatus,Teleostei,Characiformes,Alestiidae,15400,15.4,8,AnAge
Micralestes acutidens,Teleostei,Characiformes,Alestiidae,1.1,0.0011,3,AnAge
Piaractus brachypomus,Teleostei,Characiformes,Characidae,13750,13.75,28,AnAge
Distichodus niloticus,Teleostei,Characiformes,Citharinidae,3410,3.41,7.5,AnAge
Hepsetus odoe,Teleostei,Characiformes,Hepsetidae,2200,2.2,5,AnAge
Alosa aestivalis,Teleostei,Clupeiformes,Clupeidae,110,0.11,8,AnAge
Alosa agone,Teleostei,Clupeiformes,Clupeidae,825,0.825,25,AnAge
Alosa alosa,Teleostei,Clupeiformes,Clupeidae,2200,2.2,10,AnAge
Alosa caspia,Teleostei,Clupeiformes,Clupeidae,65,0.065,7,AnAge
Alosa chrysochloris,Teleostei,Clupeiformes,Clupeidae,935,0.935,4,AnAge
Alosa macedonica,Teleostei,Clupeiformes,Clupeidae,330,0.33,10,AnAge
Alosa pseudoharengus,Teleostei,Clupeiformes,Clupeidae,110,0.11,8,AnAge
Alosa sapidissima,Teleostei,Clupeiformes,Clupeidae,3025,3.025,13,AnAge
Dorosoma cepedianum,Teleostei,Clupeiformes,Clupeidae,1089,1.089,6,AnAge
Sardinella aurita,Teleostei,Clupeiformes,Clupeidae,125.95,0.12595,7,AnAge
Sardinella longiceps,Teleostei,Clupeiformes,Clupeidae,110,0.11,4,AnAge
Sardinops sagax,Teleostei,Clupeiformes,Clupeidae,267.3,0.2673,25,AnAge
Carpiodes carpio,Teleostei,Cypriniformes,Catostomidae,2524.5,2.5245,10,AnAge
Carpiodes cyprinus,Teleostei,Cypriniformes,Catostomidae,1617,1.617,11,AnAge
Catostomus catostomus,Teleostei,Cypriniformes,Catostomidae,1800,1.8,20,AnAge
Catostomus commersonii,Teleostei,Cypriniformes,Catostomidae,1617,1.617,12,AnAge
Chasmistes cujus,Teleostei,Cypriniformes,Catostomidae,1496,1.496,41,AnAge
Hypentelium nigricans,Teleostei,Cypriniformes,Catostomidae,700,0.7,11,AnAge
Ictiobus bubalus,Teleostei,Cypriniformes,Catostomidae,20515,20.515,39,AnAge
Ictiobus cyprinellus,Teleostei,Cypriniformes,Catostomidae,17545,17.545,112,AnAge
Ictiobus niger,Teleostei,Cypriniformes,Catostomidae,15785,15.785,24,AnAge
Minytrema melanops,Teleostei,Cypriniformes,Catostomidae,676.5,0.6765,6,AnAge
Moxostoma anisurum,Teleostei,Cypriniformes,Catostomidae,5940,5.94,10,AnAge
Moxostoma breviceps,Teleostei,Cypriniformes,Catostomidae,750,0.75,8,AnAge
Moxostoma carinatum,Teleostei,Cypriniformes,Catostomidae,3089,3.089,12,AnAge
Moxostoma duquesnii,Teleostei,Cypriniformes,Catostomidae,1250,1.25,10,AnAge
Moxostoma erythrurum,Teleostei,Cypriniformes,Catostomidae,2244,2.244,11,AnAge
Moxostoma macrolepidotum,Teleostei,Cypriniformes,Catostomidae,2194.5,2.1945,9,AnAge
Aspius aspius,Teleostei,Cypriniformes,Cyprinidae,4950,4.95,11,AnAge
Barbus mattozi,Teleostei,Cypriniformes,Cyprinidae,745.25,0.74525,9,AnAge
Ctenopharyngodon idella,Teleostei,Cypriniformes,Cyprinidae,24750,24.75,21,AnAge
Cyprinus carpio,Teleostei,Cypriniformes,Cyprinidae,10600,10.6,47,AnAge
Labeo altivelis,Teleostei,Cypriniformes,Cyprinidae,1980,1.98,9,AnAge
Labeo rohita,Teleostei,Cypriniformes,Cyprinidae,24750,24.75,10,AnAge
Labeobarbus aeneus,Teleostei,Cypriniformes,Cyprinidae,4310.35,4.31035,12,AnAge
Leuciscus cephalus,Teleostei,Cypriniformes,Cyprinidae,4400,4.4,22,AnAge
Abramis brama,Teleostei,Cypriniformes,Leuciscidae,3305.5,3.3055,23,AnAge
Chondrostoma nasus,Teleostei,Cypriniformes,Leuciscidae,825,0.825,15,AnAge
Leuciscus idus,Teleostei,Cypriniformes,Leuciscidae,2200,2.2,29.8,AnAge
Leuciscus leuciscus,Teleostei,Cypriniformes,Leuciscidae,550,0.55,16,AnAge
Oreoleuciscus humilis,Teleostei,Cypriniformes,Leuciscidae,13.75,0.01375,15,AnAge
Oreoleuciscus potanini,Teleostei,Cypriniformes,Leuciscidae,5500,5.5,40,AnAge
Pelecus cultratus,Teleostei,Cypriniformes,Leuciscidae,1100,1.1,11,AnAge
Rutilus frisii,Teleostei,Cypriniformes,Leuciscidae,2750,2.75,12,AnAge
Rutilus rutilus,Teleostei,Cypriniformes,Leuciscidae,1012,1.012,14,AnAge
Scardinius erythrophthalmus,Teleostei,Cypriniformes,Leuciscidae,1153.35,1.15335,19,AnAge
Megalops atlanticus,Teleostei,Elopiformes,Megalopidae,88550,88.55,55,AnAge
Megalops cyprinoides,Teleostei,Elopiformes,Megalopidae,9900,9.9,44,AnAge
Esox lucius,Teleostei,Esociformes,Esocidae,15620,15.62,30,AnAge
Esox masquinongy,Teleostei,Esociformes,Esocidae,17490,17.49,30,AnAge
Esox niger,Teleostei,Esociformes,Esocidae,2337.5,2.3375,9,AnAge
Dallia pectoralis,Teleostei,Esociformes,Umbridae,201.3,0.2013,8,AnAge
Brosme brosme,Teleostei,Gadiformes,Gadidae,16500,16.5,20,AnAge
Eleginus gracilis,Teleostei,Gadiformes,Gadidae,605,0.605,12,AnAge
Gadus chalcogrammus,Teleostei,Gadiformes,Gadidae,770,0.77,15,AnAge
Gadus macrocephalus,Teleostei,Gadiformes,Gadidae,12485,12.485,18,AnAge
Gadus morhua,Teleostei,Gadiformes,Gadidae,52800,52.8,25,AnAge
Lota lota,Teleostei,Gadiformes,Gadidae,18700,18.7,20,AnAge
Melanogrammus aeglefinus,Teleostei,Gadiformes,Gadidae,9240,9.24,20,AnAge
Merlangius merlangus,Teleostei,Gadiformes,Gadidae,1700,1.7,20,AnAge
Micromesistius poutassou,Teleostei,Gadiformes,Gadidae,456.5,0.4565,20,AnAge
Molva dypterygia,Teleostei,Gadiformes,Gadidae,16500,16.5,25,AnAge
Phycis blennoides,Teleostei,Gadiformes,Gadidae,1947,1.947,20,AnAge
Pollachius pollachius,Teleostei,Gadiformes,Gadidae,9955,9.955,8,AnAge
Pollachius virens,Teleostei,Gadiformes,Gadidae,17600,17.6,25,AnAge
Urophycis tenuis,Teleostei,Gadiformes,Gadidae,11550,11.55,23,AnAge
Coryphaenoides rupestris,Teleostei,Gadiformes,Macrouridae,929.5,0.9295,54,AnAge
Macruronus novaezelandiae,Teleostei,Gadiformes,Merlucciidae,825,0.825,25,AnAge
Merluccius bilinearis,Teleostei,Gadiformes,Merlucciidae,1265,1.265,12,AnAge
Merluccius merluccius,Teleostei,Gadiformes,Merlucciidae,8250,8.25,20,AnAge
Merluccius productus,Teleostei,Gadiformes,Merlucciidae,654.5,0.6545,15,AnAge
Chanos chanos,Teleostei,Gonorynchiformes,Chanidae,7700,7.7,15,AnAge
Lophius americanus,Teleostei,Lophiiformes,Lophiidae,12430,12.43,30,AnAge
Lophius piscatorius,Teleostei,Lophiiformes,Lophiidae,31735,31.735,24,AnAge
Aldrichetta forsteri,Teleostei,Mugiliformes,Mugilidae,522.5,0.5225,7,AnAge
Chelon labrosus,Teleostei,Mugiliformes,Mugilidae,2475,2.475,25,AnAge
Liza ramado,Teleostei,Mugiliformes,Mugilidae,1595,1.595,10,AnAge
Mugil cephalus,Teleostei,Mugiliformes,Mugilidae,4400,4.4,16,AnAge
Genypterus blacodes,Teleostei,Ophidiiformes,Ophidiidae,13750,13.75,30,AnAge
Hiodon alosoides,Teleostei,Osteoglossiformes,Hiodontidae,946,0.946,14,AnAge
Hiodon tergisus,Teleostei,Osteoglossiformes,Hiodontidae,498.85,0.49885,10,AnAge
Mormyrus rume,Teleostei,Osteoglossiformes,Mormyridae,2915,2.915,6,AnAge
Pollimyrus isidori,Teleostei,Osteoglossiformes,Mormyridae,4,0.004,29,AnAge
Osteoglossum bicirrhosum,Teleostei,Osteoglossiformes,Osteoglossidae,2530,2.53,6.5,AnAge
Ctenopoma kingsleyae,Teleostei,Perciformes,Anabantidae,68.75,0.06875,8.7,AnAge
Arripis georgianus,Teleostei,Perciformes,Arripidae,440,0.44,7,AnAge
Arripis trutta,Teleostei,Perciformes,Arripidae,5170,5.17,26,AnAge
Arripis truttacea,Teleostei,Perciformes,Arripidae,5775,5.775,9,AnAge
Brama brama,Teleostei,Perciformes,Bramidae,3300,3.3,9,AnAge
Taractichthys steindachneri,Teleostei,Perciformes,Bramidae,6050,6.05,8,AnAge
Caranx crysos,Teleostei,Perciformes,Carangidae,2777.5,2.7775,11,AnAge
Pseudocaranx dentex,Teleostei,Perciformes,Carangidae,9955,9.955,49,AnAge
Ambloplites rupestris,Teleostei,Perciformes,Centrarchidae,824,0.824,18,AnAge
Archoplites interruptus,Teleostei,Perciformes,Centrarchidae,792,0.792,6,AnAge
Centrarchus macropterus,Teleostei,Perciformes,Centrarchidae,308,0.308,5,AnAge
Lepomis auritus,Teleostei,Perciformes,Centrarchidae,467.25,0.46725,8,AnAge
Lepomis cyanellus,Teleostei,Perciformes,Centrarchidae,529,0.529,9,AnAge
Lepomis macrochirus,Teleostei,Perciformes,Centrarchidae,1181.25,1.18125,10,AnAge
Lepomis megalotis,Teleostei,Perciformes,Centrarchidae,434.5,0.4345,6,AnAge
Lepomis microlophus,Teleostei,Perciformes,Centrarchidae,121,0.121,7,AnAge
Micropterus dolomieu,Teleostei,Perciformes,Centrarchidae,2975.5,2.9755,26,AnAge
Micropterus punctulatus,Teleostei,Perciformes,Centrarchidae,2557,2.557,7,AnAge
Micropterus salmoides,Teleostei,Perciformes,Centrarchidae,5527.5,5.5275,23,AnAge
Pomoxis annularis,Teleostei,Perciformes,Centrarchidae,1292.5,1.2925,10,AnAge
Pomoxis nigromaculatus,Teleostei,Perciformes,Centrarchidae,1496,1.496,15,AnAge
Hyperoglyphe antarctica,Teleostei,Perciformes,Centrolophidae,33000,33,15,AnAge
Seriolella brama,Teleostei,Perciformes,Centrolophidae,2200,2.2,15,AnAge
Centropomus undecimalis,Teleostei,Perciformes,Centropomidae,13365,13.365,7,AnAge
Lates niloticus,Teleostei,Perciformes,Centropomidae,110000,110,7.8,AnAge
Oreochromis andersonii,Teleostei,Perciformes,Cichlidae,2590.5,2.5905,13,AnAge
Oreochromis mossambicus,Teleostei,Perciformes,Cichlidae,621.5,0.6215,11,AnAge
Oreochromis niloticus,Teleostei,Perciformes,Cichlidae,2400,2.4,9,AnAge
Sargochromis codringtonii,Teleostei,Perciformes,Cichlidae,1215.5,1.2155,7,AnAge
Sargochromis giardi,Teleostei,Perciformes,Cichlidae,1595,1.595,7,AnAge
Serranochromis angusticeps,Teleostei,Perciformes,Cichlidae,1375,1.375,9,AnAge
Serranochromis carlottae,Teleostei,Perciformes,Cichlidae,550,0.55,6,AnAge
Serranochromis macrocephalus,Teleostei,Perciformes,Cichlidae,825,0.825,6,AnAge
Tilapia rendalli,Teleostei,Perciformes,Cichlidae,1375,1.375,7,AnAge
Tilapia zillii,Teleostei,Perciformes,Cichlidae,165,0.165,7,AnAge
Coryphaena hippurus,Teleostei,Perciformes,Coryphaenidae,22000,22,4,AnAge
Amphistichus argenteus,Teleostei,Perciformes,Embiotocidae,1100,1.1,9,AnAge
Embiotoca jacksoni,Teleostei,Perciformes,Embiotocidae,385,0.385,10,AnAge
Rexea solandri,Teleostei,Perciformes,Gempylidae,8800,8.8,16,AnAge
Thyrsites atun,Teleostei,Perciformes,Gempylidae,3300,3.3,10,AnAge
Haemulon sciurus,Teleostei,Perciformes,Haemulidae,412.5,0.4125,12,AnAge
Orthopristis chrysoptera,Teleostei,Perciformes,Haemulidae,500,0.5,4,AnAge
Istiophorus platypterus,Teleostei,Perciformes,Istiophoridae,55110,55.11,13,AnAge
Makaira nigricans,Teleostei,Perciformes,Istiophoridae,93500,93.5,28,AnAge
Labrus bergylta,Teleostei,Perciformes,Labridae,2392.5,2.3925,29,AnAge
Tautoga onitis,Teleostei,Perciformes,Labridae,6215,6.215,34,AnAge
Tautogolabrus adspersus,Teleostei,Perciformes,Labridae,550,0.55,6,AnAge
Lethrinus miniatus,Teleostei,Perciformes,Lethrinidae,5280,5.28,22,AnAge
Lethrinus nebulosus,Teleostei,Perciformes,Lethrinidae,4620,4.62,27,AnAge
Aprion virescens,Teleostei,Perciformes,Lutjanidae,8470,8.47,21,AnAge
Lutjanus analis,Teleostei,Perciformes,Lutjanidae,8580,8.58,29,AnAge
Lutjanus argentimaculatus,Teleostei,Perciformes,Lutjanidae,4785,4.785,18,AnAge
Lutjanus bohar,Teleostei,Perciformes,Lutjanidae,6875,6.875,13,AnAge
Lutjanus campechanus,Teleostei,Perciformes,Lutjanidae,12540,12.54,57,AnAge
Lutjanus malabaricus,Teleostei,Perciformes,Lutjanidae,4350.5,4.3505,31,AnAge
Lutjanus peru,Teleostei,Perciformes,Lutjanidae,3195.5,3.1955,7.2,AnAge
Lutjanus purpureus,Teleostei,Perciformes,Lutjanidae,5500,5.5,18,AnAge
Lutjanus sanguineus,Teleostei,Perciformes,Lutjanidae,12650,12.65,13,AnAge
Lutjanus sebae,Teleostei,Perciformes,Lutjanidae,17985,17.985,35,AnAge
Lutjanus synagris,Teleostei,Perciformes,Lutjanidae,1941.5,1.9415,10,AnAge
Ocyurus chrysurus,Teleostei,Perciformes,Lutjanidae,2238.5,2.2385,14,AnAge
Pristipomoides filamentosus,Teleostei,Perciformes,Lutjanidae,4484.7,4.4847,18,AnAge
Pristipomoides typus,Teleostei,Perciformes,Lutjanidae,1210,1.21,11,AnAge
Rhomboplites aurorubens,Teleostei,Perciformes,Lutjanidae,1743.5,1.7435,10,AnAge
Branchiostegus japonicus,Teleostei,Perciformes,Malacanthidae,687.5,0.6875,12,AnAge
Caulolatilus microps,Teleostei,Perciformes,Malacanthidae,3850,3.85,15,AnAge
Caulolatilus princeps,Teleostei,Perciformes,Malacanthidae,3168,3.168,13,AnAge
Lopholatilus chamaeleonticeps,Teleostei,Perciformes,Malacanthidae,16500,16.5,35,AnAge
Dicentrarchus labrax,Teleostei,Perciformes,Moronidae,6600,6.6,15,AnAge
Morone americana,Teleostei,Perciformes,Moronidae,1210,1.21,7,AnAge
Morone chrysops,Teleostei,Perciformes,Moronidae,1537.25,1.53725,9,AnAge
Morone mississippiensis,Teleostei,Perciformes,Moronidae,6050,6.05,6,AnAge
Morone saxatilis,Teleostei,Perciformes,Moronidae,31350,31.35,30,AnAge
Mullus surmuletus,Teleostei,Perciformes,Mullidae,550,0.55,10,AnAge
Nemipterus japonicus,Teleostei,Perciformes,Nemipteridae,327.8,0.3278,8,AnAge
Dissostichus mawsoni,Teleostei,Perciformes,Nototheniidae,44000,44,31,AnAge
Notothenia rossii,Teleostei,Perciformes,Nototheniidae,5500,5.5,16,AnAge
Pleuragramma antarcticum,Teleostei,Perciformes,Nototheniidae,110,0.11,20,AnAge
Maccullochella peelii,Teleostei,Perciformes,Percichthyidae,62000,62,48,AnAge
Macquaria ambigua,Teleostei,Perciformes,Percichthyidae,13200,13.2,20,AnAge
Perca flavescens,Teleostei,Perciformes,Percidae,1055.25,1.05525,12,AnAge
Perca fluviatilis,Teleostei,Perciformes,Percidae,2612.5,2.6125,22,AnAge
Sander canadensis,Teleostei,Perciformes,Percidae,2000,2,18,AnAge
Sander lucioperca,Teleostei,Perciformes,Percidae,11000,11,16,AnAge
Sander vitreus,Teleostei,Perciformes,Percidae,11000,11,29,AnAge
Polydactylus macrochir,Teleostei,Perciformes,Polynemidae,24750,24.75,20,AnAge
Polyprion oxygeneios,Teleostei,Perciformes,Polyprionidae,55000,55,60,AnAge
Stereolepis gigas,Teleostei,Perciformes,Polyprionidae,140580,140.58,75,AnAge
Pomatomus saltatrix,Teleostei,Perciformes,Pomatomidae,7920,7.92,9,AnAge
Cookeolus japonicus,Teleostei,Perciformes,Priacanthidae,1144,1.144,9,AnAge
Rachycentron canadum,Teleostei,Perciformes,Rachycentridae,37400,37.4,15,AnAge
Chlorurus gibbus,Teleostei,Perciformes,Scaridae,2200,2.2,14,AnAge
Aplodinotus grunniens,Teleostei,Perciformes,Sciaenidae,13292.5,13.2925,13,AnAge
Argyrosomus japonicus,Teleostei,Perciformes,Sciaenidae,41250,41.25,30,AnAge
Atractoscion nobilis,Teleostei,Perciformes,Sciaenidae,22550,22.55,20,AnAge
Cheilotrema saturnum,Teleostei,Perciformes,Sciaenidae,385,0.385,20,AnAge
Cynoscion nebulosus,Teleostei,Perciformes,Sciaenidae,4356,4.356,18,AnAge
Leiostomus xanthurus,Teleostei,Perciformes,Sciaenidae,247.5,0.2475,4,AnAge
Menticirrhus undulatus,Teleostei,Perciformes,Sciaenidae,2145,2.145,8,AnAge
Micropogonias undulatus,Teleostei,Perciformes,Sciaenidae,1419,1.419,5,AnAge
Pogonias cromis,Teleostei,Perciformes,Sciaenidae,28215,28.215,43,AnAge
Sciaenops ocellatus,Teleostei,Perciformes,Sciaenidae,24750,24.75,50,AnAge
Euthynnus affinis,Teleostei,Perciformes,Scombridae,7700,7.7,10,AnAge
Katsuwonus pelamis,Teleostei,Perciformes,Scombridae,18975,18.975,12,AnAge
Sarda sarda,Teleostei,Perciformes,Scombridae,6050,6.05,5,AnAge
Scomber japonicus,Teleostei,Perciformes,Scombridae,1595,1.595,18,AnAge
Scomber scombrus,Teleostei,Perciformes,Scombridae,1870,1.87,17,AnAge
Scomberomorus cavalla,Teleostei,Perciformes,Scombridae,24750,24.75,14,AnAge
Scomberomorus maculatus,Teleostei,Perciformes,Scombridae,3239.5,3.2395,5,AnAge
Scomberomorus tritor,Teleostei,Perciformes,Scombridae,3300,3.3,5,AnAge
Thunnus alalunga,Teleostei,Perciformes,Scombridae,33165,33.165,13,AnAge
Thunnus maccoyii,Teleostei,Perciformes,Scombridae,143000,143,20,AnAge
Thunnus obesus,Teleostei,Perciformes,Scombridae,115500,115.5,11,AnAge
Thunnus thynnus,Teleostei,Perciformes,Scombridae,376200,376.2,15,AnAge
Centropristis striata,Teleostei,Perciformes,Serranidae,2365,2.365,20,AnAge
Epinephelus areolatus,Teleostei,Perciformes,Serranidae,770,0.77,15,AnAge
Epinephelus chlorostigma,Teleostei,Perciformes,Serranidae,3850,3.85,29,AnAge
Epinephelus coioides,Teleostei,Perciformes,Serranidae,8250,8.25,22,AnAge
Epinephelus drummondhayi,Teleostei,Perciformes,Serranidae,16500,16.5,25,AnAge
Epinephelus flavolimbatus,Teleostei,Perciformes,Serranidae,10230,10.23,32,AnAge
Epinephelus marginatus,Teleostei,Perciformes,Serranidae,33000,33,50,AnAge
Epinephelus niveatus,Teleostei,Perciformes,Serranidae,16500,16.5,27,AnAge
Epinephelus striatus,Teleostei,Perciformes,Serranidae,13750,13.75,16,AnAge
Mycteroperca interstitialis,Teleostei,Perciformes,Serranidae,5610,5.61,41,AnAge
Mycteroperca phenax,Teleostei,Perciformes,Serranidae,7810,7.81,21,AnAge
Paralabrax clathratus,Teleostei,Perciformes,Serranidae,3850,3.85,31,AnAge
Paralabrax nebulifer,Teleostei,Perciformes,Serranidae,3289,3.289,31,AnAge
Plectropomus leopardus,Teleostei,Perciformes,Serranidae,12980,12.98,26,AnAge
Serranus scriba,Teleostei,Perciformes,Serranidae,8250,8.25,60,AnAge
Sillaginodes punctatus,Teleostei,Perciformes,Sillaginidae,2640,2.64,15,AnAge
Sillago ciliata,Teleostei,Perciformes,Sillaginidae,770,0.77,22,AnAge
Acanthopagrus australis,Teleostei,Perciformes,Sparidae,2475,2.475,12,AnAge
Acanthopagrus butcheri,Teleostei,Perciformes,Sparidae,2200,2.2,29,AnAge
Archosargus probatocephalus,Teleostei,Perciformes,Sparidae,2000,2,20,AnAge
Calamus nodosus,Teleostei,Perciformes,Sparidae,1446.5,1.4465,17,AnAge
Chrysophrys auratus,Teleostei,Perciformes,Sparidae,11000,11,35,AnAge
Diplodus sargus,Teleostei,Perciformes,Sparidae,1000,1,21,AnAge
Lithognathus aureti,Teleostei,Perciformes,Sparidae,10615,10.615,50,AnAge
Pagellus bogaraveo,Teleostei,Perciformes,Sparidae,2200,2.2,15,AnAge
Sparus aurata,Teleostei,Perciformes,Sparidae,9460,9.46,11,AnAge
Spondyliosoma cantharus,Teleostei,Perciformes,Sparidae,671,0.671,15,AnAge
Stenotomus chrysops,Teleostei,Perciformes,Sparidae,1133,1.133,19,AnAge
Sphyraena argentea,Teleostei,Perciformes,Sphyraenidae,6600,6.6,11,AnAge
Sphyraena barracuda,Teleostei,Perciformes,Sphyraenidae,24000,24,14,AnAge
Trichiurus lepturus,Teleostei,Perciformes,Trichiuridae,2750,2.75,15,AnAge
Zoarces americanus,Teleostei,Perciformes,Zoarcidae,2989.8,2.9898,18,AnAge
Zoarces viviparus,Teleostei,Perciformes,Zoarcidae,280.5,0.2805,10,AnAge
Paralichthys californicus,Teleostei,Pleuronectiformes,Paralichthyidae,18150,18.15,30,AnAge
Paralichthys lethostigma,Teleostei,Pleuronectiformes,Paralichthyidae,5131.5,5.1315,8,AnAge
Atheresthes stomias,Teleostei,Pleuronectiformes,Pleuronectidae,1100,1.1,15,AnAge
Eopsetta jordani,Teleostei,Pleuronectiformes,Pleuronectidae,1980,1.98,25,AnAge
Glyptocephalus cynoglossus,Teleostei,Pleuronectiformes,Pleuronectidae,1375,1.375,25,AnAge
Glyptocephalus zachirus,Teleostei,Pleuronectiformes,Pleuronectidae,825,0.825,24,AnAge
Hippoglossoides platessoides,Teleostei,Pleuronectiformes,Pleuronectidae,3520,3.52,30,AnAge
Hippoglossus hippoglossus,Teleostei,Pleuronectiformes,Pleuronectidae,176000,176,90,AnAge
Hippoglossus stenolepis,Teleostei,Pleuronectiformes,Pleuronectidae,199650,199.65,42,AnAge
Limanda aspera,Teleostei,Pleuronectiformes,Pleuronectidae,233.75,0.23375,26,AnAge
Limanda ferruginea,Teleostei,Pleuronectiformes,Pleuronectidae,825,0.825,12,AnAge
Microstomus kitt,Teleostei,Pleuronectiformes,Pleuronectidae,1600,1.6,23,AnAge
Platichthys flesus,Teleostei,Pleuronectiformes,Pleuronectidae,7700,7.7,15,AnAge
Platichthys stellatus,Teleostei,Pleuronectiformes,Pleuronectidae,5005,5.005,24,AnAge
Pleuronectes platessa,Teleostei,Pleuronectiformes,Pleuronectidae,3850,3.85,50,AnAge
Pseudopleuronectes americanus,Teleostei,Pleuronectiformes,Pleuronectidae,1980,1.98,14,AnAge
Reinhardtius hippoglossoides,Teleostei,Pleuronectiformes,Pleuronectidae,3850,3.85,30,AnAge
Scophthalmus maximus,Teleostei,Pleuronectiformes,Scophthalmidae,13750,13.75,26,AnAge
Scophthalmus rhombus,Teleostei,Pleuronectiformes,Scophthalmidae,4400,4.4,6,AnAge
Solea solea,Teleostei,Pleuronectiformes,Soleidae,1650,1.65,27,AnAge
Coregonus albula,Teleostei,Salmoniformes,Salmonidae,550,0.55,10,AnAge
Coregonus artedi,Teleostei,Salmoniformes,Salmonidae,1842,1.842,11,AnAge
Coregonus clupeaformis,Teleostei,Salmoniformes,Salmonidae,10450,10.45,50,AnAge
Coregonus muksun,Teleostei,Salmoniformes,Salmonidae,7590,7.59,23,AnAge
Coregonus nasus,Teleostei,Salmoniformes,Salmonidae,8800,8.8,15,AnAge
Coregonus pollan,Teleostei,Salmoniformes,Salmonidae,247.5,0.2475,10,AnAge
Coregonus reighardi,Teleostei,Salmoniformes,Salmonidae,296.45,0.29645,8,AnAge
Coregonus sardinella,Teleostei,Salmoniformes,Salmonidae,305.25,0.30525,26,AnAge
Hucho hucho,Teleostei,Salmoniformes,Salmonidae,28600,28.6,15,AnAge
Hucho taimen,Teleostei,Salmoniformes,Salmonidae,38500,38.5,16,AnAge
Oncorhynchus clarkii,Teleostei,Salmoniformes,Salmonidae,10230,10.23,10,AnAge
Oncorhynchus gorbuscha,Teleostei,Salmoniformes,Salmonidae,3740,3.74,3,AnAge
Oncorhynchus keta,Teleostei,Salmoniformes,Salmonidae,8745,8.745,7,AnAge
Oncorhynchus kisutch,Teleostei,Salmoniformes,Salmonidae,8360,8.36,5,AnAge
Oncorhynchus mykiss,Teleostei,Salmoniformes,Salmonidae,12235,12.235,11,AnAge
Oncorhynchus nerka,Teleostei,Salmoniformes,Salmonidae,4240.5,4.2405,8,AnAge
Oncorhynchus tshawytscha,Teleostei,Salmoniformes,Salmonidae,33770,33.77,9,AnAge
Prosopium cylindraceum,Teleostei,Salmoniformes,Salmonidae,1498,1.498,16,AnAge
Prosopium williamsoni,Teleostei,Salmoniformes,Salmonidae,1606,1.606,17,AnAge
Salmo salar,Teleostei,Salmoniformes,Salmonidae,25740,25.74,13,AnAge
Salvelinus fontinalis,Teleostei,Salmoniformes,Salmonidae,4397.25,4.39725,24,AnAge
Salvelinus namaycush,Teleostei,Salmoniformes,Salmonidae,17985,17.985,50,AnAge
Stenodus leucichthys,Teleostei,Salmoniformes,Salmonidae,22000,22,22,AnAge
Thymallus arcticus,Teleostei,Salmoniformes,Salmonidae,2103.25,2.10325,18,AnAge
Anoplopoma fimbria,Teleostei,Scorpaeniformes,Anoplopomatidae,31350,31.35,114,AnAge
Myoxocephalus quadricornis,Teleostei,Scorpaeniformes,Cottidae,143,0.143,14,AnAge
Hexagrammos decagrammus,Teleostei,Scorpaeniformes,Hexagrammidae,1155,1.155,12,AnAge
Ophiodon elongatus,Teleostei,Scorpaeniformes,Hexagrammidae,32505,32.505,20,AnAge
Neoplatycephalus richardsoni,Teleostei,Scorpaeniformes,Platycephalidae,1650,1.65,12,AnAge
